mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.098,31.7876,2019-06-26 05:44:00,0.1,317,289.9,0
413812193,121.0954,31.777914000000003,2019-06-26 05:54:00,7.0,190,190.1,15
413812193,121.09553500000001,31.776033,2019-06-26 05:56:00,6.7000003,166,166.40001,0
413812193,121.096825,31.769712,2019-06-26 05:58:00,6.8,174,173.5,0
413812193,121.097305,31.765606,2019-06-26 06:00:00,7.0,174,174.90001,0
413812193,121.09741000000001,31.764627,2019-06-26 06:02:00,7.0,175,176.6,0
413812193,121.09751999999999,31.75778,2019-06-26 06:04:00,7.2,181,181.3,0
413812193,121.09605400000001,31.745936999999998,2019-06-26 06:10:00,6.9,189,190.5,0
413812193,121.095345,31.742996,2019-06-26 06:12:00,7.2000003,191,191.7,0
413812193,121.09398999999999,31.735107,2019-06-26 06:16:00,7.0,183,183.3,0
413812193,121.09281000000001,31.730290000000004,2019-06-26 06:18:00,7.0,198,199.5,0
413812193,121.09143999999999,31.726696,2019-06-26 06:20:00,6.0,209,210.1,0
