mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.097824,31.787585999999997,2019-06-21 08:36:00,0.0,327,210.3,0
413812193,121.09759,31.78626,2019-06-21 09:04:00,3.8,191,191.40001,0
413812193,121.09624,31.780759999999997,2019-06-21 09:06:00,6.1,190,190.90001,0
413812193,121.09613,31.780140000000003,2019-06-21 09:08:00,5.9,186,186.7,0
413812193,121.09611000000001,31.77642,2019-06-21 09:10:00,6.9,175,176.5,0
413812193,121.097466,31.769127,2019-06-21 09:12:00,6.0,165,165.2,0
413812193,121.0985,31.764353000000003,2019-06-21 09:16:00,6.8,173,173.6,0
413812193,121.099625,31.757713,2019-06-21 09:18:00,7.4,175,175.6,0
413812193,121.09921000000001,31.750414000000003,2019-06-21 09:22:00,7.1,187,187.40001,0
413812193,121.10055,31.743893,2019-06-21 09:26:00,8.0,170,170.7,0
413812193,121.10061999999999,31.737288,2019-06-21 09:28:00,7.3,190,192.90001,0
413812193,121.0993,31.734015999999997,2019-06-21 09:30:00,6.6,204,204.6,0
413812193,121.0916,31.726788,2019-06-21 09:36:00,5.1,228,228.3,0
413812193,121.09056000000001,31.726029999999998,2019-06-21 09:38:00,2.8,227,226.8,0
