mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09045400000001,31.725496000000003,2019-06-24 19:12:00,0.2,317,298.2,0
413812193,121.0936,31.7297,2019-06-24 19:22:00,6.6,13,23.7,0
413812193,121.09465,31.73508,2019-06-24 19:26:00,6.5,6,6.2000003,0
413812193,121.095345,31.739532,2019-06-24 19:28:00,6.5,10,5.6,0
413812193,121.09558999999999,31.742447,2019-06-24 19:30:00,6.0,3,9.6,0
413812193,121.09579,31.745476,2019-06-24 19:32:00,5.6,6,8.900001,0
413812193,121.09608999999999,31.754387,2019-06-24 19:36:00,5.8,0,358.1,0
413812193,121.09608,31.755996999999997,2019-06-24 19:38:00,5.8,357,0.5,0
413812193,121.09608999999999,31.760847,2019-06-24 19:40:00,6.1,0,1.8000001,0
413812193,121.096,31.765987,2019-06-24 19:44:00,6.4,359,359.6,0
413812193,121.09478999999999,31.77432,2019-06-24 19:48:00,6.7000003,346,346.6,0
413812193,121.09625,31.781446000000003,2019-06-24 19:52:00,6.8,15,15.7,0
413812193,121.097374,31.785111999999998,2019-06-24 19:54:00,6.7,14,14.3,15
