mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09783999999999,31.787653000000002,2019-06-24 20:00:00,0.0,142,142.8,0
413812193,121.09700000000001,31.78448,2019-06-24 20:06:00,5.9,196,195.8,0
413812193,121.09645,31.782867,2019-06-24 20:08:00,6.0,197,197.2,0
413812193,121.09531000000001,31.7796,2019-06-24 20:10:00,5.9,190,190.90001,0
413812193,121.09496000000001,31.7767,2019-06-24 20:12:00,6.5,183,182.0,0
413812193,121.09478999999999,31.770846999999996,2019-06-24 20:16:00,6.2000003,176,179.6,0
413812193,121.09544,31.765787,2019-06-24 20:18:00,5.9,173,171.5,0
413812193,121.09803000000001,31.755194,2019-06-24 20:24:00,6.2000003,175,171.0,0
413812193,121.09803000000001,31.753214,2019-06-24 20:26:00,6.2000003,175,188.1,0
413812193,121.09773,31.749653000000002,2019-06-24 20:28:00,6.2000003,185,188.90001,0
413812193,121.0964,31.744373,2019-06-24 20:30:00,6.4,192,194.0,0
413812193,121.09598500000001,31.74172,2019-06-24 20:32:00,6.5,186,181.5,0
413812193,121.0958,31.738986999999998,2019-06-24 20:34:00,6.4,187,190.1,0
413812193,121.095055,31.735107,2019-06-24 20:36:00,6.3,193,193.6,0
413812193,121.09303999999999,31.728336,2019-06-24 20:40:00,6.3,202,202.2,0
