mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.097946,31.78748,2019-06-20 23:14:00,0.0,102,102.5,15
413812193,121.09675,31.78302,2019-06-20 23:22:00,6.2000003,194,195.0,0
413812193,121.09648,31.7822,2019-06-20 23:24:00,5.8,195,195.3,0
413812193,121.09581000000001,31.773273,2019-06-20 23:28:00,8.0,170,170.2,0
413812193,121.0966,31.769234,2019-06-20 23:30:00,8.3,167,167.1,0
413812193,121.09700000000001,31.765694,2019-06-20 23:32:00,7.8,178,178.6,15
413812193,121.09773,31.7588,2019-06-20 23:34:00,8.5,176,176.5,0
413812193,121.09785500000001,31.752940000000002,2019-06-20 23:36:00,8.1,183,184.1,0
413812193,121.09723999999999,31.749653000000002,2019-06-20 23:38:00,8.0,189,188.40001,0
413812193,121.09666000000001,31.743879999999997,2019-06-20 23:40:00,8.1,187,187.1,0
413812193,121.09601599999999,31.739347,2019-06-20 23:42:00,8.2,180,179.3,0
413812193,121.095825,31.737092999999998,2019-06-20 23:44:00,8.0,189,189.6,0
413812193,121.09338000000001,31.730953000000003,2019-06-20 23:46:00,7.3,205,204.2,15
413812193,121.09111000000001,31.726090000000003,2019-06-20 23:50:00,3.9,218,219.2,0
