mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09830500000001,31.787426,2019-06-23 00:12:00,0.0,237,201.90001,0
413812193,121.09664,31.78228,2019-06-23 00:18:00,5.8,196,196.1,0
413812193,121.09568,31.778177000000003,2019-06-23 00:20:00,6.8,178,178.2,0
413812193,121.09603999999999,31.775137,2019-06-23 00:22:00,7.6,169,169.7,0
413812193,121.09688,31.770979999999998,2019-06-23 00:24:00,7.6,170,169.40001,0
413812193,121.09738999999999,31.767878000000003,2019-06-23 00:26:00,7.4,174,174.8,0
413812193,121.098175,31.76258,2019-06-23 00:28:00,7.6,173,173.8,0
413812193,121.09861000000001,31.757165999999998,2019-06-23 00:30:00,8.1,173,173.2,0
413812193,121.09886999999999,31.753834,2019-06-23 00:32:00,7.8,180,180.3,0
413812193,121.09808000000001,31.74868,2019-06-23 00:34:00,7.2000003,194,195.6,0
413812193,121.09650400000001,31.744974,2019-06-23 00:36:00,6.9,203,204.0,15
413812193,121.09579,31.743046000000003,2019-06-23 00:38:00,7.7000003,191,189.7,0
413812193,121.09572,31.737467,2019-06-23 00:40:00,7.9,180,180.1,0
413812193,121.094986,31.733334000000003,2019-06-23 00:42:00,7.3,195,195.7,0
413812193,121.093346,31.7292,2019-06-23 00:44:00,7.0,203,203.2,0
