mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09785500000001,31.787653000000002,2019-06-24 18:24:00,0.0,94,122.200005,0
413812193,121.09633999999998,31.780212,2019-06-24 18:36:00,5.6,177,177.5,0
413812193,121.096695,31.772987,2019-06-24 18:40:00,6.0,180,181.6,0
413812193,121.096825,31.76972,2019-06-24 18:42:00,6.0,178,178.7,0
413812193,121.09688,31.767246000000004,2019-06-24 18:44:00,5.7000003,180,181.40001,0
413812193,121.09701499999998,31.763209999999997,2019-06-24 18:46:00,5.5,175,173.1,0
413812193,121.09798,31.756777000000003,2019-06-24 18:50:00,5.8,172,172.3,0
413812193,121.09808999999998,31.755959999999998,2019-06-24 18:52:00,5.9,170,171.5,0
413812193,121.09830500000001,31.753407,2019-06-24 18:54:00,5.9,186,184.0,0
413812193,121.09751999999999,31.747696,2019-06-24 18:56:00,6.0,189,187.8,0
413812193,121.09732,31.746,2019-06-24 18:58:00,6.0,188,184.9,15
413812193,121.0956,31.736896999999995,2019-06-24 19:02:00,5.8,188,183.3,0
413812193,121.09536000000001,31.735256,2019-06-24 19:04:00,5.7000003,191,188.0,0
413812193,121.09204,31.727287,2019-06-24 19:08:00,5.9,206,200.3,0
