mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09788,31.787613,2019-06-23 19:34:00,0.1,118,118.200005,0
413812193,121.09655,31.781414,2019-06-23 19:44:00,6.4,195,195.90001,0
413812193,121.09626999999999,31.780520000000003,2019-06-23 19:46:00,6.5,192,192.0,0
413812193,121.09616000000001,31.774520000000003,2019-06-23 19:48:00,7.3,181,181.5,0
413812193,121.09641,31.769266,2019-06-23 19:50:00,7.4,177,177.8,0
413812193,121.09658999999999,31.76724,2019-06-23 19:52:00,7.5,175,176.40001,0
413812193,121.09856,31.751934000000002,2019-06-23 19:58:00,8.0,173,173.8,0
413812193,121.09858999999999,31.749777,2019-06-23 20:00:00,7.4,186,186.8,0
413812193,121.09812,31.743240000000004,2019-06-23 20:02:00,8.1,179,177.6,15
413812193,121.09785500000001,31.738934000000004,2019-06-23 20:04:00,7.4,194,193.90001,0
413812193,121.09702,31.735807,2019-06-23 20:06:00,7.5,194,194.0,0
413812193,121.09546999999999,31.730927,2019-06-23 20:08:00,7.1,203,203.3,0
413812193,121.094376,31.72928,2019-06-23 20:10:00,6.8,211,211.5,0
413812193,121.09108,31.726196,2019-06-23 20:12:00,4.5,222,222.6,0
