mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09828,31.787457,2019-06-23 13:30:00,0.0,75,136.40001,0
413812193,121.09812,31.78668,2019-06-23 13:40:00,2.9,189,189.40001,0
413812193,121.09664,31.7822,2019-06-23 13:42:00,6.1,200,199.6,0
413812193,121.09568,31.77882,2019-06-23 13:44:00,6.4,183,183.0,0
413812193,121.09725,31.770626,2019-06-23 13:48:00,7.8,164,164.6,15
413812193,121.098656,31.765276,2019-06-23 13:50:00,7.8,169,169.40001,0
413812193,121.09907,31.763113,2019-06-23 13:52:00,7.9,171,171.6,0
413812193,121.10048,31.75403,2019-06-23 13:56:00,8.400001,173,173.1,0
413812193,121.09898000000001,31.748216999999997,2019-06-23 13:58:00,6.4,217,217.6,0
413812193,121.09208000000001,31.743240000000004,2019-06-23 14:04:00,6.7000003,200,200.6,0
413812193,121.09192,31.736705999999998,2019-06-23 14:06:00,8.2,178,177.4,15
413812193,121.09222,31.733320000000003,2019-06-23 14:08:00,8.0,170,170.1,0
