mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09035,31.725794,2019-06-23 12:38:00,0.0,80,80.9,0
413812193,121.09056000000001,31.726020000000002,2019-06-23 12:44:00,2.9,43,43.0,0
413812193,121.09235,31.728965999999996,2019-06-23 12:48:00,5.1,359,359.7,15
413812193,121.09178999999999,31.736732,2019-06-23 12:52:00,5.6,348,348.4,0
413812193,121.09161,31.7426,2019-06-23 12:56:00,4.7000003,19,19.4,0
413812193,121.093544,31.74444,2019-06-23 12:58:00,5.3,46,44.600002,0
413812193,121.09508999999998,31.746946,2019-06-23 13:00:00,5.1,18,18.2,0
413812193,121.09648,31.751713,2019-06-23 13:04:00,4.8,7,7.9,15
413812193,121.09664,31.754315999999996,2019-06-23 13:06:00,4.4,359,359.5,0
413812193,121.09666399999999,31.756733,2019-06-23 13:08:00,4.2000003,3,3.8,0
413812193,121.0978,31.7618,2019-06-23 13:12:00,5.0,5,5.5,0
413812193,121.097305,31.769953000000005,2019-06-23 13:18:00,5.4,349,349.9,0
413812193,121.09563,31.77965,2019-06-23 13:24:00,5.7000003,18,18.2,0
413812193,121.09703999999999,31.783559999999998,2019-06-23 13:26:00,5.9,19,19.8,15
