mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09051000000001,31.72565,2019-06-24 14:16:00,0.0,339,339.9,0
413812193,121.09263,31.731554,2019-06-24 14:28:00,5.6,338,337.5,0
413812193,121.0926,31.737340000000003,2019-06-24 14:32:00,5.7000003,14,14.400001000000001,0
413812193,121.093254,31.738806,2019-06-24 14:34:00,5.6,26,26.4,0
413812193,121.09427,31.740972999999997,2019-06-24 14:36:00,5.4,15,15.3,0
413812193,121.09539,31.744359999999997,2019-06-24 14:38:00,3.3,345,345.5,0
413812193,121.09608,31.754253000000002,2019-06-24 14:46:00,5.1,11,13.7,0
413812193,121.09678999999998,31.756946999999997,2019-06-24 14:48:00,4.7,8,8.9,15
413812193,121.09687,31.766357,2019-06-24 14:56:00,5.7000003,353,350.6,0
413812193,121.09575,31.773496999999995,2019-06-24 15:00:00,5.6,345,341.30002,0
413812193,121.09488,31.776356,2019-06-24 15:02:00,6.0,358,355.80002,0
413812193,121.09585600000001,31.779953000000003,2019-06-24 15:04:00,6.1,15,15.5,0
413812193,121.09782,31.787434,2019-06-24 15:08:00,2.1000001,10,10.900001,0
