mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.098,31.787553999999997,2019-06-19 18:28:00,0.0,13,13.1,0
413812193,121.09777,31.786379999999998,2019-06-19 18:36:00,5.1,193,191.90001,0
413812193,121.09708,31.783274,2019-06-19 18:38:00,7.0,195,195.4,15
413812193,121.09561000000001,31.77828,2019-06-19 18:40:00,8.2,186,186.90001,0
413812193,121.09658999999999,31.7677,2019-06-19 18:44:00,8.400001,176,176.7,0
413812193,121.09682,31.764673,2019-06-19 18:46:00,8.5,176,175.5,0
413812193,121.09728999999999,31.75958,2019-06-19 18:48:00,8.7,177,176.90001,0
413812193,121.09716,31.753294,2019-06-19 18:50:00,8.1,190,190.3,0
413812193,121.09638999999999,31.748568,2019-06-19 18:52:00,8.7,186,186.7,0
413812193,121.09597,31.74362,2019-06-19 18:54:00,9.0,180,180.1,0
413812193,121.09561000000001,31.736134000000003,2019-06-19 18:58:00,8.5,190,190.8,0
413812193,121.094,31.731679999999997,2019-06-19 19:00:00,8.2,199,199.3,15
413812193,121.09151999999999,31.726879999999998,2019-06-19 19:02:00,5.5,221,221.90001,0
