mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09893000000001,31.787214000000002,2019-06-25 06:38:00,0.0,294,110.8,0
413812193,121.09868,31.786686,2019-06-25 09:08:00,2.2,198,198.40001,0
413812193,121.0972,31.78442,2019-06-25 09:10:00,5.0,195,194.8,0
413812193,121.09603999999999,31.779526,2019-06-25 09:12:00,5.9,176,176.8,0
413812193,121.09601599999999,31.778774,2019-06-25 09:14:00,5.7000003,185,184.0,0
413812193,121.09761,31.769586999999998,2019-06-25 09:18:00,6.8,177,177.6,0
413812193,121.09798,31.765793,2019-06-25 09:20:00,6.6,175,173.6,0
413812193,121.09834,31.762114,2019-06-25 09:22:00,6.4,173,170.3,0
413812193,121.099144,31.75106,2019-06-25 09:28:00,6.4,191,191.6,0
413812193,121.09836999999999,31.74837,2019-06-25 09:30:00,6.5,191,191.2,0
413812193,121.09783999999999,31.745417,2019-06-25 09:32:00,6.9,185,185.3,0
413812193,121.09676,31.73688,2019-06-25 09:36:00,6.6,198,197.8,0
413812193,121.09448,31.732967,2019-06-25 09:38:00,5.6,183,183.3,0
413812193,121.09366599999998,31.730320000000003,2019-06-25 09:40:00,7.0,201,201.40001,0
