mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09806999999999,31.787533000000003,2019-06-26 04:24:00,0.0,354,354.2,0
413812193,121.09646599999999,31.781246000000003,2019-06-26 04:32:00,6.4,189,189.2,0
413812193,121.09631999999999,31.78039,2019-06-26 04:34:00,6.2000003,186,186.40001,0
413812193,121.09655,31.774807,2019-06-26 04:36:00,7.2000003,163,164.2,0
413812193,121.09772,31.772,2019-06-26 04:38:00,6.6,147,147.40001,0
413812193,121.0985,31.770594,2019-06-26 04:40:00,6.9,161,160.40001,0
413812193,121.10026599999999,31.763094,2019-06-26 04:42:00,7.5,176,176.8,0
413812193,121.100334,31.758846000000002,2019-06-26 04:44:00,7.7000003,180,180.40001,0
413812193,121.100334,31.758026,2019-06-26 04:46:00,7.7000003,179,180.3,0
413812193,121.09978500000001,31.750266999999997,2019-06-26 04:48:00,7.6,187,187.2,0
413812193,121.09948,31.74819,2019-06-26 04:50:00,7.5,188,189.2,0
413812193,121.09875,31.74512,2019-06-26 04:52:00,7.5,192,191.9,15
413812193,121.09373500000001,31.730992999999998,2019-06-26 04:58:00,7.4,203,202.2,0
