mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09025600000001,31.725746,2019-06-19 19:04:00,0.0,168,168.7,0
413812193,121.09047,31.73579,2019-06-19 19:16:00,6.9,3,3.7,0
413812193,121.09121999999999,31.74026,2019-06-19 19:18:00,6.9,18,17.800001,0
413812193,121.09204,31.742437,2019-06-19 19:20:00,6.9,18,18.300001,0
413812193,121.09313,31.745127,2019-06-19 19:22:00,6.8,20,20.300001,0
413812193,121.09506999999999,31.751627000000003,2019-06-19 19:24:00,7.0,11,11.400001,0
413812193,121.09528,31.752572999999998,2019-06-19 19:26:00,6.9,8,8.6,0
413812193,121.0968,31.759047,2019-06-19 19:28:00,5.9,356,356.30002,0
413812193,121.09596,31.7622,2019-06-19 19:30:00,5.7000003,345,343.7,0
413812193,121.09456000000002,31.765217,2019-06-19 19:32:00,6.0,334,334.0,0
413812193,121.09324,31.768673,2019-06-19 19:34:00,6.9,352,352.80002,0
413812193,121.09356000000001,31.772833000000002,2019-06-19 19:36:00,7.5,20,19.5,0
413812193,121.09441000000001,31.774607,2019-06-19 19:38:00,7.6,18,18.7,0
413812193,121.09488,31.777714000000003,2019-06-19 19:40:00,7.4,9,9.900001,0
413812193,121.09631999999999,31.782513,2019-06-19 19:42:00,6.9,18,18.2,0
