mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09798,31.787553999999997,2019-06-24 10:22:00,0.0,300,6.3,0
413812193,121.09778600000001,31.786533000000002,2019-06-24 10:30:00,4.2000003,189,190.40001,0
413812193,121.09693,31.783465999999997,2019-06-24 10:32:00,6.4,194,194.90001,0
413812193,121.09650400000001,31.781927000000003,2019-06-24 10:34:00,6.6,192,192.2,0
413812193,121.09598500000001,31.776926,2019-06-24 10:36:00,7.0,178,178.5,0
413812193,121.09616000000001,31.774959999999997,2019-06-24 10:38:00,7.2000003,172,172.0,0
413812193,121.09696000000001,31.767886999999998,2019-06-24 10:40:00,7.1,176,176.7,0
413812193,121.09703999999999,31.766977,2019-06-24 10:42:00,7.2000003,174,176.3,0
413812193,121.09856,31.757640000000002,2019-06-24 10:46:00,7.8,168,168.0,0
413812193,121.09943999999999,31.753227000000003,2019-06-24 10:48:00,8.0,169,169.90001,0
413812193,121.09745,31.747673,2019-06-24 10:50:00,7.0,205,205.3,0
413812193,121.0968,31.743536,2019-06-24 10:52:00,7.7000003,183,186.0,0
413812193,121.09565,31.734886,2019-06-24 10:56:00,7.3,197,198.7,0
413812193,121.0948,31.73256,2019-06-24 10:58:00,7.4,196,195.7,0
413812193,121.09142,31.7263,2019-06-24 11:02:00,4.9,231,230.90001,0
