mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09804,31.787670000000002,2019-06-19 14:18:00,0.0,10,10.5,0
413812193,121.09723000000001,31.784233,2019-06-19 14:36:00,7.4,193,193.8,0
413812193,121.09691000000001,31.783240000000003,2019-06-19 14:38:00,7.7000003,194,194.3,0
413812193,121.09808999999998,31.754065999999998,2019-06-19 14:52:00,7.6,180,180.2,15
413812193,121.09888000000001,31.746813,2019-06-19 14:54:00,7.3,179,179.0,0
413812193,121.09853000000001,31.743679999999998,2019-06-19 14:56:00,7.6,186,187.0,0
413812193,121.09513000000001,31.73416,2019-06-19 15:00:00,7.9,194,195.0,0
413812193,121.0938,31.73102,2019-06-19 15:02:00,8.0,204,203.8,0
413812193,121.09115,31.72628,2019-06-19 15:04:00,5.0,204,204.8,0
