mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09026000000001,31.725772999999997,2019-06-20 10:32:00,0.0,159,159.7,0
413812193,121.091545,31.7274,2019-06-20 10:40:00,2.9,18,18.1,15
413812193,121.092545,31.734859999999998,2019-06-20 10:44:00,6.2000003,357,357.5,0
413812193,121.09232,31.7376,2019-06-20 10:46:00,6.0,350,350.80002,0
413812193,121.09463999999998,31.744186,2019-06-20 10:50:00,5.9,27,26.1,0
413812193,121.095055,31.746593,2019-06-20 10:52:00,5.3,356,356.6,0
413812193,121.09391000000001,31.75188,2019-06-20 10:56:00,4.8,352,350.80002,0
413812193,121.09616000000001,31.757633000000002,2019-06-20 11:00:00,5.9,25,28.7,0
413812193,121.0972,31.759884000000003,2019-06-20 11:02:00,5.5,17,16.3,15
413812193,121.09792,31.76383,2019-06-20 11:04:00,5.6,3,3.4,0
413812193,121.09772,31.76765,2019-06-20 11:06:00,6.0,355,355.5,0
413812193,121.09687,31.773394,2019-06-20 11:10:00,5.5,346,346.2,0
413812193,121.09495,31.776446999999997,2019-06-20 11:12:00,5.2000003,324,324.6,0
413812193,121.09525,31.778734000000004,2019-06-20 11:14:00,6.1,13,13.7,0
413812193,121.09678999999998,31.783007,2019-06-20 11:16:00,6.4,16,15.0,0
