mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09832,31.787409999999998,2019-06-23 11:56:00,0.0,351,101.3,0
413812193,121.0982,31.787148,2019-06-23 12:02:00,2.9,192,193.40001,0
413812193,121.09625,31.780959999999997,2019-06-23 12:06:00,5.8,195,196.0,0
413812193,121.0957,31.777517,2019-06-23 12:08:00,7.0,181,182.3,0
413812193,121.09630600000001,31.771294,2019-06-23 12:12:00,7.4,166,166.90001,0
413812193,121.09676999999999,31.768311999999998,2019-06-23 12:14:00,7.1,180,180.0,0
413812193,121.09741000000001,31.76012,2019-06-23 12:18:00,8.1,171,172.0,0
413812193,121.09823,31.752234,2019-06-23 12:20:00,4.2,177,177.6,15
413812193,121.09783999999999,31.74632,2019-06-23 12:24:00,8.1,187,187.0,0
413812193,121.09732,31.742937,2019-06-23 12:26:00,8.2,187,187.1,0
413812193,121.09598500000001,31.737432000000002,2019-06-23 12:28:00,7.9,193,193.3,0
413812193,121.094826,31.734353999999996,2019-06-23 12:30:00,7.5,203,203.1,0
413812193,121.09232,31.728496999999997,2019-06-23 12:32:00,6.5,204,204.90001,0
413812193,121.09052,31.726066999999997,2019-06-23 12:34:00,2.8,217,216.6,0
