mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09852,31.787397,2019-06-21 22:42:00,0.0,114,99.200005,0
413812193,121.09663,31.78238,2019-06-21 22:52:00,5.9,196,196.0,0
413812193,121.09608999999999,31.78078,2019-06-21 22:54:00,6.0,196,196.7,0
413812193,121.095825,31.775672999999998,2019-06-21 22:56:00,7.0,178,177.9,15
413812193,121.09616000000001,31.77262,2019-06-21 22:58:00,7.5,171,171.5,0
413812193,121.096855,31.768507,2019-06-21 23:00:00,7.3,175,174.90001,0
413812193,121.09701499999998,31.766493,2019-06-21 23:02:00,7.2000003,176,176.6,0
413812193,121.09733999999999,31.759259999999998,2019-06-21 23:04:00,7.7000003,177,178.0,0
413812193,121.09756999999999,31.757040000000003,2019-06-21 23:06:00,8.0,173,172.1,0
413812193,121.09806999999999,31.752567,2019-06-21 23:08:00,7.8,176,175.8,0
413812193,121.097305,31.742613000000002,2019-06-21 23:12:00,7.8,189,189.3,0
413812193,121.09648,31.73954,2019-06-21 23:14:00,7.5,193,193.40001,0
413812193,121.09398999999999,31.73276,2019-06-21 23:18:00,5.7000003,203,201.7,0
413812193,121.093864,31.730435999999997,2019-06-21 23:20:00,4.0,182,182.1,0
413812193,121.091705,31.726467,2019-06-21 23:24:00,4.7000003,229,230.0,0
