mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09047,31.725594,2019-06-23 21:38:00,0.1,292,297.5,0
413812193,121.09189599999999,31.732634,2019-06-23 21:50:00,6.3,1,1.9,0
413812193,121.09127,31.736906,2019-06-23 21:52:00,6.1,338,338.6,0
413812193,121.09228,31.74332,2019-06-23 21:56:00,6.2000003,19,19.4,0
413812193,121.0926,31.744166999999997,2019-06-23 21:58:00,6.1,18,18.4,0
413812193,121.09695,31.751234000000004,2019-06-23 22:02:00,5.9,16,15.900001000000001,0
413812193,121.09818999999999,31.755213,2019-06-23 22:04:00,5.8,14,15.0,15
413812193,121.098495,31.759016,2019-06-23 22:06:00,5.3,352,352.0,0
413812193,121.09778600000001,31.76378,2019-06-23 22:10:00,5.8,350,350.7,0
413812193,121.09723000000001,31.770487,2019-06-23 22:14:00,6.5,4,3.7,0
413812193,121.0968,31.773952,2019-06-23 22:16:00,6.1,347,347.6,0
413812193,121.09573,31.777176,2019-06-23 22:18:00,6.2000003,342,341.9,0
413812193,121.09646599999999,31.781316999999998,2019-06-23 22:20:00,6.0,13,13.1,0
413812193,121.09733999999999,31.784717999999998,2019-06-23 22:22:00,6.6,10,10.0,0
413812193,121.09788,31.78746,2019-06-23 22:24:00,1.4,15,16.4,0
