mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09832,31.78763,2019-06-19 02:44:00,0.0,346,190.2,0
413812193,121.09695,31.782690000000002,2019-06-19 02:50:00,7.2000003,195,196.2,0
413812193,121.09513000000001,31.77682,2019-06-19 02:54:00,7.5,179,179.6,15
413812193,121.09568,31.771096999999997,2019-06-19 02:56:00,7.0,166,166.7,0
413812193,121.0962,31.76802,2019-06-19 02:58:00,7.1,180,180.6,0
413812193,121.09552,31.763987,2019-06-19 03:00:00,7.1,185,184.8,0
413812193,121.09508000000001,31.759193,2019-06-19 03:02:00,3.6,187,188.7,15
413812193,121.09486399999999,31.758057,2019-06-19 03:04:00,7.2000003,190,190.5,0
413812193,121.09222,31.751286999999998,2019-06-19 03:06:00,7.3,205,204.90001,0
413812193,121.09092,31.748479999999997,2019-06-19 03:08:00,7.0,196,196.2,0
413812193,121.08965,31.746161999999998,2019-06-19 03:10:00,4.7,214,214.8,15
413812193,121.08965,31.73876,2019-06-19 03:14:00,6.2000003,154,154.2,0
413812193,121.09053,31.736977000000003,2019-06-19 03:16:00,6.5,161,161.7,0
413812193,121.0918,31.731559999999998,2019-06-19 03:18:00,6.6,172,172.6,0
413812193,121.09163000000001,31.72658,2019-06-19 03:22:00,4.3,221,221.2,0
