mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.098,31.78748,2019-06-26 01:26:00,0.7,10,10.7,0
413812193,121.09648,31.7816,2019-06-26 01:36:00,6.0,199,200.40001,0
413812193,121.095505,31.77716,2019-06-26 01:38:00,7.3,181,180.90001,0
413812193,121.0958,31.773066999999998,2019-06-26 01:40:00,7.5,175,175.8,0
413812193,121.09614599999999,31.768846999999997,2019-06-26 01:42:00,7.5,175,175.7,0
413812193,121.09634399999999,31.76465,2019-06-26 01:44:00,7.5,176,176.8,0
413812193,121.09638999999999,31.763613,2019-06-26 01:46:00,7.5,178,178.1,0
413812193,121.09701499999998,31.757140000000003,2019-06-26 01:48:00,7.8,171,172.5,0
413812193,121.09723000000001,31.753892999999998,2019-06-26 01:50:00,7.7000003,179,179.40001,0
413812193,121.09676999999999,31.747627,2019-06-26 01:52:00,7.6,181,181.3,0
413812193,121.09673000000001,31.74328,2019-06-26 01:54:00,7.9,175,175.4,15
