mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09791000000001,31.78772,2019-06-17 14:28:00,0.1,292,292.9,0
413812193,121.097374,31.78456,2019-06-17 14:40:00,5.9,193,193.6,0
413812193,121.09577,31.777357000000002,2019-06-17 14:44:00,6.9,184,184.5,0
413812193,121.09508000000001,31.771653999999998,2019-06-17 14:46:00,6.6,187,187.6,0
413812193,121.09488,31.767865999999998,2019-06-17 14:48:00,6.8,182,183.90001,0
413812193,121.094574,31.766027,2019-06-17 14:50:00,6.8,188,188.9,15
413812193,121.09443,31.761290000000002,2019-06-17 14:52:00,6.8,170,171.3,0
413812193,121.09543000000001,31.756834,2019-06-17 14:54:00,6.6,169,169.40001,0
413812193,121.09588000000001,31.753906,2019-06-17 14:56:00,6.3,179,180.8,0
413812193,121.09411000000001,31.748476,2019-06-17 15:00:00,3.8,231,231.8,0
413812193,121.09586000000002,31.730783000000002,2019-06-17 15:28:00,7.1,21,21.0,15
413812193,121.09773,31.757214,2019-06-17 15:44:00,7.2,0,0.7,15
