mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09828,31.787440000000004,2019-06-20 12:42:00,0.0,58,136.90001,0
413812193,121.09671000000002,31.783037,2019-06-20 12:52:00,6.6,195,195.6,0
413812193,121.09616000000001,31.77695,2019-06-20 12:54:00,7.2000003,164,164.6,0
413812193,121.098785,31.77096,2019-06-20 12:58:00,7.9,158,158.3,0
413812193,121.10181399999999,31.765154,2019-06-20 13:00:00,7.5,151,151.6,0
413812193,121.10308,31.762265999999997,2019-06-20 13:02:00,7.2000003,173,173.3,0
413812193,121.10269,31.753906,2019-06-20 13:06:00,7.6,186,186.2,0
413812193,121.101456,31.745473999999998,2019-06-20 13:10:00,7.7000003,173,173.8,0
413812193,121.0996,31.7384,2019-06-20 13:14:00,7.7000003,194,194.3,0
413812193,121.09711000000001,31.73286,2019-06-20 13:16:00,7.8,213,214.6,0
413812193,121.09365,31.728956,2019-06-20 13:18:00,7.8,220,220.1,0
413812193,121.09281000000001,31.72813,2019-06-20 13:20:00,7.8,220,220.2,15
