mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09038500000001,31.72552,2019-06-19 04:48:00,0.1,234,239.1,0
413812193,121.09409,31.73378,2019-06-19 05:00:00,6.3,351,350.5,0
413812193,121.09331,31.736359999999998,2019-06-19 05:02:00,6.3,348,348.6,0
413812193,121.09316000000001,31.742493,2019-06-19 05:06:00,6.2000003,356,356.6,0
413812193,121.095024,31.750716999999998,2019-06-19 05:10:00,7.2000003,25,25.5,0
413812193,121.09676999999999,31.753633,2019-06-19 05:12:00,7.2,23,23.4,0
413812193,121.09821000000001,31.759113,2019-06-19 05:14:00,6.7000003,6,6.7000003,0
413812193,121.09816000000001,31.762766,2019-06-19 05:16:00,6.6,359,359.4,0
413812193,121.09803000000001,31.764927,2019-06-19 05:18:00,6.6,355,356.0,0
413812193,121.09558999999999,31.7736,2019-06-19 05:22:00,6.8,348,348.9,0
413812193,121.09614599999999,31.781066999999997,2019-06-19 05:26:00,7.0,20,20.9,0
413812193,121.096855,31.782907,2019-06-19 05:28:00,7.0,15,14.9,15
413812193,121.09776000000001,31.787096000000002,2019-06-19 05:30:00,2.9,12,11.400001,0
